cuda,16224, 0.355132
cuda,16384, 0.347594
cuda,32768, 0.349731
cuda,65536, 0.362179
cuda,131072, 0.365821
cuda,262144, 0.367302
cuda,524288, 0.369373
cuda,1048576, 0.377361
cuda,2097152, 0.407224
cuda,4194304, 0.4486
cuda,8388608, 0.544041
cuda,10000000, 0.576481
cuda,100000000, 1.83497
cuda,1000000000, 14.1391
